step,w_exact,w_char,w_pattern,w_affix,w_length,difficulty_multiplier,contrib_exact,contrib_char,contrib_pattern,contrib_affix,exact_match_raw,char_overlap_raw,pattern_raw,affix_raw,length_penalty_raw,exact_match_norm,char_overlap_norm,pattern_norm,affix_norm,length_penalty_norm,composite_pre,composite_with_length,composite_with_difficulty,composite_predicted,reward_scalar,composite_diff,parse_success
10,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2166666666666666,0.0,0.03215507169319685,0.010937500000000001,0.09375,0.0,0.16077535846598426,0.07291666666666667,0.9375,1.0,0.0,0.16077535846598426,0.07291666666666667,0.9375,1.0,0.13684257169319686,0.13684257169319686,0.16819999926207033,0.16819999926207033,0.16819999926207033,0.0,0.0
11,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2520833333333332,0.0,0.03837517720463723,0.012499999999999999,0.09999999999999999,0.0,0.19187588602318614,0.08333333333333333,1.0,1.0,0.0,0.19187588602318614,0.08333333333333333,1.0,1.0,0.15087517720463725,0.15087517720463725,0.18973411069614024,0.18973411069614024,0.18973411069614024,0.0,0.0
12,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2999999999999998,0.0,0.042003115290764476,0.0009765625,0.09722222222222221,0.0,0.21001557645382238,0.006510416666666667,0.9722222222222222,1.0,0.0,0.21001557645382238,0.006510416666666667,0.9722222222222222,1.0,0.1402019000129867,0.1402019000129867,0.1816240830260176,0.1816240830260176,0.1816240830260176,0.0,0.0
13,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2333333333333332,0.0,0.036014467969808124,0.015429687499999999,0.09791666666666665,0.0,0.1800723398490406,0.10286458333333333,0.9791666666666666,1.0,0.0,0.1800723398490406,0.10286458333333333,0.9791666666666666,1.0,0.1493608221364748,0.1493608221364748,0.1838932788773768,0.1838932788773768,0.1838932788773768,0.0,0.0
14,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2687499999999998,0.0,0.04020540366896637,0.010156249999999999,0.09720052083333332,0.0,0.20102701834483186,0.06770833333333333,0.9720052083333334,1.0,0.0,0.20102701834483186,0.06770833333333333,0.9720052083333334,1.0,0.14756217450229972,0.14756217450229972,0.18806130930025258,0.18806130930025258,0.18806130930025258,0.0,0.0
15,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2729166666666665,0.0,0.035393904644090646,0.01328125,0.09999999999999999,0.0,0.1769695232204532,0.08854166666666667,1.0,1.0,0.0,0.1769695232204532,0.08854166666666667,1.0,1.0,0.14867515464409067,0.14867515464409067,0.18891009492318123,0.18891009492318123,0.18891009492318123,0.0,0.0
16,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2729166666666665,0.0,0.032056562071517684,0.006250000000000001,0.09700520833333333,0.0,0.16028281035758843,0.041666666666666664,0.9700520833333334,1.0,0.0,0.16028281035758843,0.041666666666666664,0.9700520833333334,1.0,0.135311770404851,0.135311770404851,0.17123160986750516,0.17123160986750516,0.17123160986750516,0.0,0.0
17,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2979166666666666,0.0,0.03741254738874764,0.009375,0.0986111111111111,0.0,0.18706273694373823,0.0625,0.9861111111111112,1.0,0.0,0.18706273694373823,0.0625,0.9861111111111112,1.0,0.14539865849985875,0.14539865849985875,0.18790667809603634,0.18790667809603634,0.18790667809603634,0.0,0.0
18,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2666666666666664,0.0,0.041624198337265696,0.0078125,0.09965277777777777,0.0,0.20812099168632847,0.052083333333333336,0.9965277777777778,1.0,0.0,0.20812099168632847,0.052083333333333336,0.9965277777777778,1.0,0.1490894761150435,0.1490894761150435,0.18875791796017646,0.18875791796017646,0.18875791796017646,0.0,0.0
19,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2645833333333332,0.0,0.04223725682333109,0.0060546875,0.09999999999999999,0.0,0.21118628411665544,0.040364583333333336,1.0,1.0,0.0,0.21118628411665544,0.040364583333333336,1.0,1.0,0.1482919443233311,0.1482919443233311,0.1887521453192996,0.1887521453192996,0.1887521453192996,0.0,0.0
20,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.289583333333333,0.0,0.031032589424469844,0.0031249999999999997,0.09999999999999999,0.0,0.1551629471223492,0.020833333333333332,1.0,1.0,0.0,0.1551629471223492,0.020833333333333332,1.0,1.0,0.13415758942446984,0.13415758942446984,0.17221179820177093,0.17221179820177093,0.17221179820177093,0.0,0.0
21,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2374999999999998,0.0,0.031217842115136212,0.015625,0.09628906249999998,0.0,0.15608921057568106,0.10416666666666667,0.962890625,1.0,0.0,0.15608921057568106,0.10416666666666667,0.962890625,1.0,0.14313190461513622,0.14313190461513622,0.1775077506267252,0.1775077506267252,0.1775077506267252,0.0,0.0
22,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.258333333333333,0.0,0.032186232867693045,0.0062499999999999995,0.09791666666666665,0.0,0.1609311643384652,0.041666666666666664,0.9791666666666666,1.0,0.0,0.1609311643384652,0.041666666666666664,0.9791666666666666,1.0,0.13635289953435972,0.13635289953435972,0.17230140672301256,0.17230140672301256,0.17230140672301256,0.0,0.0
23,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2234042553191489,0.0,0.02989157295316103,0.014361702127659576,0.0978723404255319,0.0,0.14945786476580517,0.09574468085106383,0.9787234042553191,1.0,0.0,0.14945786476580517,0.09574468085106383,0.9787234042553191,1.0,0.14212561550635253,0.14212561550635253,0.17543033013211917,0.17543033013211917,0.17543033013211917,0.0,0.0
24,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2687499999999998,0.0,0.030224921411303035,0.00390625,0.09895833333333333,0.0,0.15112460705651512,0.026041666666666668,0.9895833333333334,1.0,0.0,0.15112460705651512,0.026041666666666668,0.9895833333333334,1.0,0.13308950474463638,0.13308950474463638,0.16926690358307597,0.16926690358307597,0.16926690358307597,0.0,0.0
25,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2854166666666667,0.0,0.03320322408863336,0.0,0.099609375,0.0,0.1660161204431668,0.0,0.99609375,1.0,0.0,0.1660161204431668,0.0,0.99609375,1.0,0.13281259908863338,0.13281259908863338,0.1703394131456788,0.1703394131456788,0.1703394131456788,0.0,0.0
26,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2479166666666666,0.0,0.03433123990781947,0.012499999999999999,0.09895833333333333,0.0,0.17165619953909736,0.08333333333333333,0.9895833333333334,1.0,0.0,0.17165619953909736,0.08333333333333333,0.9895833333333334,1.0,0.1457895732411528,0.1457895732411528,0.1824571652794106,0.1824571652794106,0.1824571652794106,0.0,0.0
27,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2791666666666666,0.0,0.036955809892741984,0.0056640625,0.09680989583333333,0.0,0.1847790494637099,0.037760416666666664,0.9680989583333334,1.0,0.0,0.1847790494637099,0.037760416666666664,0.9680989583333334,1.0,0.13942976822607533,0.13942976822607533,0.17923938004084972,0.17923938004084972,0.17923938004084972,0.0,0.0
28,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2479166666666666,0.0,0.03889130920366345,0.0078125,0.09999999999999999,0.0,0.19445654601831727,0.052083333333333336,1.0,1.0,0.0,0.19445654601831727,0.052083333333333336,1.0,1.0,0.14670380920366347,0.14670380920366347,0.18309559358127658,0.18309559358127658,0.18309559358127658,0.0,0.0
29,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2395833333333333,0.0,0.0321539394613813,0.0031249999999999997,0.09652777777777777,0.0,0.16076969730690652,0.020833333333333332,0.9652777777777777,1.0,0.0,0.16076969730690652,0.020833333333333332,0.9652777777777777,1.0,0.13180671723915907,0.13180671723915907,0.16448592064988754,0.16448592064988754,0.16448592064988754,0.0,0.0
30,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2458333333333331,0.0,0.03494028804815879,0.0,0.09999999999999999,0.0,0.17470144024079393,0.0,1.0,1.0,0.0,0.17470144024079393,0.0,1.0,1.0,0.1349402880481588,0.1349402880481588,0.1692444007405003,0.1692444007405003,0.1692444007405003,0.0,0.0
31,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.29375,0.0,0.03796633169502486,0.0031249999999999997,0.09999999999999999,0.0,0.18983165847512432,0.020833333333333332,1.0,1.0,0.0,0.18983165847512432,0.020833333333333332,1.0,1.0,0.14109133169502486,0.14109133169502486,0.18359176761897736,0.18359176761897736,0.18359176761897736,0.0,0.0
32,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2666666666666666,0.0,0.03882446816839583,0.0158203125,0.09999999999999999,0.0,0.19412234084197913,0.10546875,1.0,1.0,0.0,0.19412234084197913,0.10546875,1.0,1.0,0.15464478066839582,0.15464478066839582,0.19476330494585947,0.19476330494585947,0.19476330494585947,0.0,0.0
33,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.25,0.0,0.033970505232715796,0.0052734374999999995,0.09583333333333333,0.0,0.16985252616357896,0.03515625,0.9583333333333334,1.0,0.0,0.16985252616357896,0.03515625,0.9583333333333334,1.0,0.13507727606604913,0.13507727606604913,0.16790080717143221,0.16790080717143221,0.16790080717143221,0.0,0.0
34,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2020833333333332,0.0,0.035132274241476795,0.012499999999999999,0.09227430555555556,0.0,0.17566137120738398,0.08333333333333333,0.9227430555555557,1.0,0.0,0.17566137120738398,0.08333333333333333,0.9227430555555557,1.0,0.13990657979703236,0.13990657979703236,0.16849434635055346,0.16849434635055346,0.16849434635055346,0.0,0.0
35,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.23125,0.0,0.03564645071775511,0.0111328125,0.09895833333333333,0.0,0.17823225358877556,0.07421875,0.9895833333333334,1.0,0.0,0.17823225358877556,0.07421875,0.9895833333333334,1.0,0.14573759655108845,0.14573759655108845,0.18026443706242604,0.18026443706242604,0.18026443706242604,0.0,0.0
36,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2187499999999998,0.0,0.03503594912609458,0.009375,0.09999999999999999,0.0,0.1751797456304729,0.0625,1.0,1.0,0.0,0.1751797456304729,0.0625,1.0,1.0,0.1444109491260946,0.1444109491260946,0.176978767268839,0.176978767268839,0.176978767268839,0.0,0.0
37,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2374999999999998,0.0,0.03519543612896269,0.0062499999999999995,0.09999999999999999,0.0,0.17597718064481346,0.041666666666666664,1.0,1.0,0.0,0.17597718064481346,0.041666666666666664,1.0,1.0,0.14144543612896268,0.14144543612896268,0.17569613385128438,0.17569613385128438,0.17569613385128438,0.0,0.0
38,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.258333333333333,0.0,0.03279580097452954,0.0062499999999999995,0.09791666666666665,0.0,0.16397900487264772,0.041666666666666664,0.9791666666666666,1.0,0.0,0.16397900487264772,0.041666666666666664,0.9791666666666666,1.0,0.1369624676411962,0.1369624676411962,0.17221461541613467,0.17221461541613467,0.17221461541613467,0.0,0.0
39,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2291666666666665,0.0,0.03472129560228006,0.012499999999999999,0.09869791666666665,0.0,0.17360647801140028,0.08333333333333333,0.9869791666666666,1.0,0.0,0.17360647801140028,0.08333333333333333,0.9869791666666666,1.0,0.14591921226894675,0.14591921226894675,0.17935892812705534,0.17935892812705534,0.17935892812705534,0.0,0.0
40,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2770833333333333,0.0,0.04792443350801359,0.0062499999999999995,0.09583333333333333,0.0,0.23962216754006793,0.041666666666666664,0.9583333333333334,1.0,0.0,0.23962216754006793,0.041666666666666664,0.9583333333333334,1.0,0.15000776684134692,0.15000776684134692,0.19117711296342774,0.19117711296342774,0.19117711296342774,0.0,0.0
41,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2479166666666666,0.0,0.03211953724653891,0.0044921875000000005,0.09999999999999999,0.0,0.16059768623269458,0.029947916666666668,1.0,1.0,0.0,0.16059768623269458,0.029947916666666668,1.0,1.0,0.13661172474653893,0.13661172474653893,0.1705359855486254,0.1705359855486254,0.1705359855486254,0.0,0.0
42,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2229166666666667,0.0,0.02510958019652489,0.0076171875,0.09694010416666665,0.0,0.12554790098262444,0.05078125,0.9694010416666666,1.0,0.0,0.12554790098262444,0.05078125,0.9694010416666666,1.0,0.12966687186319156,0.12966687186319156,0.15949597731325524,0.15949597731325524,0.15949597731325524,0.0,0.0
43,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.289583333333333,0.0,0.037990740732107245,0.009375,0.09804687499999999,0.0,0.18995370366053618,0.0625,0.98046875,1.0,0.0,0.18995370366053618,0.0625,0.98046875,1.0,0.14541261573210726,0.14541261573210726,0.18833661806898414,0.18833661806898414,0.18833661806898414,0.0,0.0
44,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2604166666666665,0.0,0.033821609778390334,0.0062499999999999995,0.0986111111111111,0.0,0.16910804889195163,0.041666666666666664,0.986111111111111,1.0,0.0,0.16910804889195163,0.041666666666666664,0.986111111111111,1.0,0.13868272088950145,0.13868272088950145,0.1745299894079967,0.1745299894079967,0.1745299894079967,0.0,0.0
45,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2750000000000001,0.0,0.03547034975631092,0.0031249999999999997,0.09999999999999999,0.0,0.17735174878155466,0.020833333333333332,1.0,1.0,0.0,0.17735174878155466,0.020833333333333332,1.0,1.0,0.13859534975631094,0.13859534975631094,0.17482980124032155,0.17482980124032155,0.17482980124032155,0.0,0.0
46,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2249999999999999,0.0,0.042584676157603585,0.0,0.09407552083333333,0.0,0.21292338078801795,0.0,0.9407552083333334,1.0,0.0,0.21292338078801795,0.0,0.9407552083333334,1.0,0.13666019699093693,0.13666019699093693,0.16910983726004172,0.16910983726004172,0.16910983726004172,0.0,0.0
47,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2333333333333332,0.0,0.030348831311421087,0.0031249999999999997,0.09583333333333333,0.0,0.15174415655710546,0.020833333333333332,0.9583333333333334,1.0,0.0,0.15174415655710546,0.020833333333333332,0.9583333333333334,1.0,0.12930716464475442,0.12930716464475442,0.16014873849010683,0.16014873849010683,0.16014873849010683,0.0,0.0
48,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2916666666666665,0.0,0.032926796816912025,0.0062499999999999995,0.09791666666666665,0.0,0.16463398408456012,0.041666666666666664,0.9791666666666666,1.0,0.0,0.16463398408456012,0.041666666666666664,0.9791666666666666,1.0,0.13709346348357868,0.13709346348357868,0.17640225014697986,0.17640225014697986,0.17640225014697986,0.0,0.0
49,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2416666666666665,0.0,0.041028699553920904,0.0,0.09791666666666665,0.0,0.2051434977696045,0.0,0.9791666666666666,1.0,0.0,0.2051434977696045,0.0,0.9791666666666666,1.0,0.1389453662205876,0.1389453662205876,0.1735549026976476,0.1735549026976476,0.1735549026976476,0.0,0.0
50,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2354166666666666,0.0,0.031213702558316497,0.0107421875,0.09687499999999999,0.0,0.15606851279158246,0.07161458333333333,0.96875,1.0,0.0,0.15606851279158246,0.07161458333333333,0.96875,1.0,0.1388308900583165,0.1388308900583165,0.17204527277494308,0.17204527277494308,0.17204527277494308,0.0,0.0
51,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2659574468085106,0.0,0.027053787704165472,0.00738031914893617,0.09581117021276596,0.0,0.13526893852082736,0.04920212765957447,0.9581117021276596,1.0,0.0,0.13526893852082736,0.04920212765957447,0.9581117021276596,1.0,0.1302452770658676,0.1302452770658676,0.16441462499972567,0.16441462499972567,0.16441462499972567,0.0,0.0
52,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2145833333333333,0.0,0.02723620615451418,0.008593749999999999,0.09097222222222222,0.0,0.1361810307725709,0.057291666666666664,0.9097222222222223,1.0,0.0,0.1361810307725709,0.057291666666666664,0.9097222222222223,1.0,0.12680217837673638,0.12680217837673638,0.15678469052891428,0.15678469052891428,0.15678469052891428,0.0,0.0
53,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2708333333333333,0.0,0.027070082898649903,0.0031249999999999997,0.09791666666666665,0.0,0.1353504144932495,0.020833333333333332,0.9791666666666666,1.0,0.0,0.1353504144932495,0.020833333333333332,0.9791666666666666,1.0,0.12811174956531657,0.12811174956531657,0.1630335913818268,0.1630335913818268,0.1630335913818268,0.0,0.0
54,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.258333333333333,0.0,0.04016427232111073,0.012499999999999999,0.09999999999999999,0.0,0.20082136160555364,0.08333333333333333,1.0,1.0,0.0,0.20082136160555364,0.08333333333333333,1.0,1.0,0.15266427232111074,0.15266427232111074,0.19195356397994476,0.19195356397994476,0.19195356397994476,0.0,0.0
55,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2553191489361701,0.0,0.04342411459566599,0.007579787234042552,0.09820478723404255,0.0,0.21712057297832993,0.05053191489361702,0.9820478723404256,1.0,0.0,0.21712057297832993,0.05053191489361702,0.9820478723404256,1.0,0.14920868906375112,0.14920868906375112,0.1869300119482005,0.1869300119482005,0.1869300119482005,0.0,0.0
56,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2833333333333332,0.0,0.03867459257616814,0.018164062499999998,0.09878472222222223,0.0,0.19337296288084072,0.12109375,0.9878472222222222,1.0,0.0,0.19337296288084072,0.12109375,0.9878472222222222,1.0,0.15562337729839038,0.15562337729839038,0.2000828486954611,0.2000828486954611,0.2000828486954611,0.0,0.0
57,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2124999999999997,0.0,0.03535776216103433,0.009375,0.09999999999999999,0.0,0.17678881080517164,0.0625,1.0,1.0,0.0,0.17678881080517164,0.0625,1.0,1.0,0.14473276216103434,0.14473276216103434,0.17624035591247023,0.17624035591247023,0.17624035591247023,0.0,0.0
58,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2479166666666666,0.0,0.0359445621436976,0.012499999999999999,0.0986111111111111,0.0,0.17972281071848803,0.08333333333333333,0.986111111111111,1.0,0.0,0.17972281071848803,0.08333333333333333,0.986111111111111,1.0,0.14705567325480873,0.14705567325480873,0.18226423090495025,0.18226423090495025,0.18226423090495025,0.0,0.0
59,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2625,0.0,0.03930349463557475,0.0031249999999999997,0.09505208333333333,0.0,0.19651747317787374,0.020833333333333332,0.9505208333333334,1.0,0.0,0.19651747317787374,0.020833333333333332,0.9505208333333334,1.0,0.13748057796890809,0.13748057796890809,0.1753633552111721,0.1753633552111721,0.1753633552111721,0.0,0.0
60,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2708333333333333,0.0,0.0390457309371063,0.015234375,0.09791666666666665,0.0,0.19522865468553152,0.1015625,0.9791666666666666,1.0,0.0,0.19522865468553152,0.1015625,0.9791666666666666,1.0,0.15219677260377298,0.15219677260377298,0.19392516727809805,0.19392516727809805,0.19392516727809805,0.0,0.0
61,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2729166666666665,0.0,0.046580304888338635,0.014843749999999998,0.09999999999999999,0.0,0.23290152444169313,0.09895833333333333,1.0,1.0,0.0,0.23290152444169313,0.09895833333333333,1.0,1.0,0.16142405488833864,0.16142405488833864,0.20573744959355553,0.20573744959355553,0.20573744959355553,0.0,0.0
62,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.3083333333333333,0.0,0.03541794933622278,0.0078125,0.09887152777777779,0.0,0.17708974668111388,0.052083333333333336,0.9887152777777778,1.0,0.0,0.17708974668111388,0.052083333333333336,0.9887152777777778,1.0,0.14210197711400055,0.14210197711400055,0.18764760436175876,0.18764760436175876,0.18764760436175876,0.0,0.0
63,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2562499999999999,0.0,0.039797230132972046,0.009375,0.09687499999999999,0.0,0.19898615066486025,0.0625,0.96875,1.0,0.0,0.19898615066486025,0.0625,0.96875,1.0,0.14604723013297208,0.14604723013297208,0.18353776516318845,0.18353776516318845,0.18353776516318845,0.0,0.0
64,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2729166666666665,0.0,0.03261885636274863,0.009375,0.09557291666666667,0.0,0.16309428181374316,0.0625,0.9557291666666666,1.0,0.0,0.16309428181374316,0.0625,0.9557291666666666,1.0,0.1375667730294153,0.1375667730294153,0.17424763163244386,0.17424763163244386,0.17424763163244386,0.0,0.0
65,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2416666666666665,0.0,0.04217609739969044,0.012499999999999999,0.09993489583333333,0.0,0.21088048699845227,0.08333333333333333,0.9993489583333334,1.0,0.0,0.21088048699845227,0.08333333333333333,0.9993489583333334,1.0,0.1546109932330238,0.1546109932330238,0.19207379094650015,0.19207379094650015,0.19207379094650015,0.0,0.0
66,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.3085106382978724,0.0,0.043256553926102496,0.015957446808510637,0.0988031914893617,0.0,0.2162827696305125,0.10638297872340426,0.988031914893617,1.0,0.0,0.2162827696305125,0.10638297872340426,0.988031914893617,1.0,0.15801719222397487,0.15801719222397487,0.205736647858915,0.205736647858915,0.205736647858915,0.0,0.0
